from,to,weight
27,75,0.4531
27,76,0.4678
27,78,0.4902
27,83,0.4729
27,85,0.4993
27,87,0.4617
27,88,0.5235
27,89,0.5844
27,91,0.562
27,92,0.4717
27,93,0.5685
27,94,0.5605
27,95,0.5641
27,96,0.639
27,97,0.6466
27,99,0.6211
27,100,0.6036
28,30,0.5181
28,31,0.5144
28,33,0.4579
28,34,0.4502
28,35,0.4581
28,36,0.6587
28,37,0.5204
28,38,0.49
28,39,0.5701
28,41,0.5482
28,43,0.4741
28,45,0.4695
28,46,0.5278
28,48,0.5091
28,55,0.459
28,56,0.5282
28,60,0.4758
28,61,0.4647
28,62,0.5138
28,64,0.5373
28,65,0.49
28,66,0.5572
28,67,0.4507
28,69,0.5365
28,71,0.4533
28,72,0.5057
28,75,0.5656
28,78,0.4575
28,79,0.4512
28,80,0.4533
28,81,0.5241
28,84,0.5213
28,88,0.5545
28,89,0.4837
28,90,0.5379
28,92,0.4629
28,93,0.4758
28,96,0.5414
28,97,0.5371
29,30,0.4705
29,33,0.6021
29,34,0.6447
29,36,0.4948
29,37,0.4546
29,38,0.5061
29,39,0.5063
29,40,0.5665
29,42,0.4891
29,46,0.5117
29,48,0.6798
29,51,0.4975
29,58,0.494
29,59,0.7241
29,60,0.6854
29,61,0.4663
29,63,0.4712
29,65,0.5686
29,66,0.4992
29,67,0.6731
29,69,0.5764
29,70,0.4622
29,71,0.5482
29,72,0.5079
29,73,0.5655
29,74,0.4908
29,87,0.6026
29,88,0.4918
29,89,0.6112
29,90,0.4601
29,91,0.6333
29,92,0.4501
29,94,0.6053
29,95,0.6313
29,96,0.5718
29,97,0.5078
29,99,0.5008
29,100,0.6781
30,31,0.5648
30,32,0.4625
30,33,0.594
30,34,0.5234
30,35,0.6623
30,36,0.576
30,38,0.4888
30,42,0.6632
30,43,0.5444
30,45,0.5094
30,46,0.5151
30,48,0.562
30,49,0.5634
30,56,0.6012
30,57,0.4649
30,58,0.4625
30,59,0.5232
30,60,0.5914
30,61,0.452
30,62,0.5808
30,64,0.4515
30,65,0.6638
30,66,0.4555
30,67,0.5803
30,68,0.5821
30,69,0.5446
30,71,0.6049
30,72,0.7046
30,73,0.5714
30,74,0.479
30,79,0.482
30,81,0.4535
30,89,0.4789
30,90,0.451
30,91,0.5971
30,92,0.4563
30,93,0.5444
30,94,0.5309
30,96,0.5759
30,97,0.4604
30,99,0.5744
30,100,0.5539
31,32,0.6134
31,35,0.5491
31,36,0.6504
31,37,0.4772
31,38,0.556
31,39,0.4804
31,48,0.4794
31,49,0.5697
31,56,0.5243
31,60,0.4868
31,62,0.5304
31,64,0.4589
31,65,0.6142
31,66,0.5426
31,67,0.4927
31,68,0.528
31,69,0.4535
31,70,0.4687
31,71,0.5261
31,72,0.4676
31,73,0.5087
31,76,0.4777
31,77,0.5042
31,79,0.5983
31,93,0.4658
31,96,0.5418
31,98,0.4845
31,99,0.5354
31,100,0.4589
32,35,0.5088
32,36,0.5102
32,37,0.4801
32,38,0.5061
32,39,0.4813
32,42,0.4626
32,48,0.4884
32,49,0.4799
32,50,0.4781
32,61,0.5035
32,64,0.4842
32,65,0.5563
32,67,0.4683
32,68,0.5338
32,69,0.4555
32,72,0.4758
32,73,0.4876
32,79,0.6385
32,87,0.4728
32,89,0.4698
32,90,0.48
32,94,0.4779
32,99,0.5303
32,100,0.5046
33,34,0.6329
33,35,0.5151
33,36,0.4857
33,37,0.4662
33,38,0.5081
33,39,0.5196
33,40,0.5272
33,41,0.4953
33,42,0.6348
33,43,0.8356
33,44,0.5226
33,45,0.4812
33,46,0.6096
33,47,0.4897
33,48,0.6332
33,50,0.4826
33,51,0.5372
33,58,0.5082
33,59,0.6649
33,60,0.6124
33,61,0.5513
33,65,0.6129
33,67,0.5669
33,68,0.5326
33,69,0.5419
33,70,0.491
33,71,0.5134
33,72,0.6104
33,73,0.5772
33,74,0.492
33,75,0.513
33,77,0.4954
33,81,0.4823
33,83,0.5205
33,87,0.511
33,88,0.5393
33,89,0.6233
33,91,0.6
33,92,0.4937
33,93,0.5465
33,94,0.55
33,95,0.5041
33,96,0.5727
33,97,0.5908
33,99,0.6047
33,100,0.5844
34,35,0.5012
34,36,0.5536
34,37,0.4973
34,38,0.5278
34,39,0.5416
34,40,0.8779
34,41,0.5429
34,42,0.5515
34,43,0.4569
34,46,0.5354
34,48,0.6924
34,49,0.5191
34,50,0.4574
34,51,0.6152
34,52,0.4577
34,56,0.5235
34,58,0.4961
34,59,0.6221
34,60,0.6426
34,61,0.4787
34,62,0.5598
34,65,0.6917
34,67,0.6665
34,68,0.541
34,69,0.6129
34,70,0.4821
34,71,0.6175
34,72,0.6021
34,73,0.6666
34,74,0.5255
34,76,0.4634
34,77,0.4535
34,78,0.4741
34,85,0.503
34,86,0.4725
34,87,0.5333
34,88,0.5827
34,89,0.6387
34,90,0.4878
34,91,0.6895
34,92,0.5875
34,93,0.5543
34,94,0.6954
34,95,0.5199
34,96,0.6394
34,97,0.6459
34,99,0.5667
34,100,0.7021
35,36,0.6796
35,37,0.4678
35,38,0.53
35,39,0.4645
35,40,0.4824
35,41,0.5394
35,42,0.6821
35,43,0.5109
35,45,0.6485
35,46,0.4871
35,48,0.5226
35,49,0.5882
35,50,0.4647
35,55,0.4686
35,56,0.5393
35,57,0.4934
35,58,0.5604
35,59,0.5
35,60,0.5346
35,61,0.5189
35,62,0.6119
35,64,0.5528
35,65,0.6532
35,66,0.5242
35,67,0.5641
35,68,0.6374
35,69,0.5583
35,70,0.5479
35,71,0.5948
35,72,0.6275
35,73,0.6784
35,74,0.5117
35,75,0.5859
35,76,0.5363
35,79,0.5916
35,81,0.5822
35,84,0.513
35,85,0.5354
35,89,0.5439
35,90,0.4737
35,91,0.5454
35,93,0.5355
35,94,0.4599
35,96,0.7024
35,97,0.5018
35,99,0.7082
35,100,0.5146
36,37,0.5666
36,38,0.679
36,39,0.5397
36,40,0.5188
36,41,0.5672
36,42,0.4741
36,45,0.5398
36,46,0.5442
36,48,0.6368
36,49,0.5756
36,50,0.4627
36,53,0.509
36,56,0.5854
36,58,0.504
36,59,0.4813
36,60,0.5623
36,61,0.5764
36,62,0.5964
36,63,0.5155
36,64,0.6101
36,65,0.7016
36,66,0.5757
36,67,0.5904
36,68,0.5988
36,69,0.6255
36,70,0.5206
36,71,0.5684
36,72,0.5323
36,73,0.6
36,74,0.4652
36,75,0.5695
36,76,0.5938
36,77,0.4722
36,79,0.6397
36,80,0.4943
36,81,0.5488
36,88,0.5177
36,89,0.5521
36,90,0.5219
36,91,0.5711
36,92,0.4549
36,93,0.4554
36,94,0.5625
36,95,0.5196
36,96,0.7023
36,97,0.6126
36,98,0.4843
36,99,0.6272
36,100,0.6087
37,38,0.4928
37,39,0.5801
37,40,0.47
37,41,0.4692
37,42,0.4721
37,45,0.4764
37,46,0.5198
37,48,0.5464
37,50,0.528
37,51,0.4893
37,52,0.4835
37,55,0.4774
37,59,0.4581
37,60,0.5531
37,62,0.4575
37,63,0.5299
37,64,0.4972
37,65,0.5085
37,66,0.5283
37,67,0.4854
37,68,0.4512
37,69,0.601
37,70,0.5495
37,71,0.4541
37,73,0.5981
37,75,0.4839
37,77,0.5287
37,79,0.5463
37,80,0.4553
37,81,0.4726
37,85,0.466
37,88,0.4573
37,89,0.607
37,90,0.527
37,91,0.4668
37,92,0.4795
37,93,0.4759
37,94,0.4669
37,96,0.5743
37,97,0.478
37,99,0.5869
37,100,0.5072
37,101,0.4572
37,104,0.4574
38,39,0.5883
38,40,0.4694
38,42,0.4754
38,45,0.4987
38,46,0.5085
38,48,0.7583
38,49,0.5322
38,50,0.4892
38,53,0.5197
38,57,0.4695
38,58,0.5021
38,59,0.5356
38,60,0.5848
38,61,0.5855
38,62,0.4843
38,63,0.5211
38,64,0.6587
38,65,0.6559
38,66,0.5837
38,67,0.5286
38,69,0.6064
38,70,0.4944
38,71,0.5457
38,72,0.5115
38,73,0.6116
38,74,0.5108
38,75,0.5477
38,76,0.5475
38,77,0.4823
38,79,0.5983
38,89,0.5442
38,91,0.6427
38,94,0.5332
38,95,0.5212
38,96,0.6214
38,97,0.5962
38,99,0.5747
38,100,0.6384
39,40,0.4666
39,42,0.5432
39,43,0.5025
39,45,0.4801
39,46,0.6214
39,48,0.5748
39,49,0.5264
39,50,0.602
39,51,0.5777
39,52,0.5813
39,57,0.4529
39,58,0.491
39,60,0.5583
39,61,0.5991
39,62,0.455
39,64,0.5344
39,65,0.5473
39,66,0.5967
39,67,0.4801
39,68,0.4704
39,69,0.5295
39,70,0.5982
39,71,0.4972
39,72,0.5249
39,73,0.5372
39,74,0.5384
39,75,0.4636
39,76,0.454
39,77,0.5553
39,78,0.4941
39,79,0.4938
39,88,0.5503
39,89,0.5953
39,90,0.4819
39,91,0.5026
39,92,0.4608
39,93,0.512
39,94,0.5106
39,95,0.4873
39,96,0.6896
39,97,0.5192
39,99,0.5622
39,100,0.5922
40,41,0.5164
40,48,0.5976
40,51,0.5952
40,59,0.5302
40,60,0.5519
40,62,0.5409
40,65,0.6521
40,67,0.5834
40,68,0.5412
40,69,0.5562
40,70,0.4648
40,71,0.5167
40,72,0.5216
40,73,0.5703
40,74,0.4914
40,75,0.4509
40,76,0.4667
40,78,0.4934
40,85,0.4602
40,86,0.4523
40,87,0.5103
40,88,0.5551
40,89,0.5607
40,90,0.4789
40,91,0.5454
40,92,0.5947
40,93,0.4836
40,94,0.6328
40,95,0.4785
40,96,0.5718
40,97,0.5363
40,99,0.4737
40,100,0.6317
41,44,0.519
41,45,0.4781
41,47,0.6029
41,56,0.5698
41,60,0.4567
41,64,0.5148
41,65,0.4865
41,66,0.4769
41,68,0.5607
41,70,0.48
41,73,0.4847
41,75,0.6445
41,77,0.4624
41,81,0.5639
41,82,0.5181
41,83,0.5334
41,84,0.7541
41,89,0.5904
41,90,0.4908
41,93,0.5685
41,97,0.5029
42,43,0.6084
42,44,0.5138
42,45,0.5715
42,46,0.585
42,48,0.5659
42,49,0.5778
42,50,0.6321
42,51,0.4536
42,56,0.5077
42,57,0.5609
42,58,0.5534
42,59,0.5821
42,60,0.5796
42,61,0.54
42,64,0.4808
42,65,0.5967
42,66,0.5477
42,67,0.5805
42,68,0.5459
42,69,0.4937
42,70,0.5425
42,71,0.6096
42,72,0.7144
42,73,0.6661
42,74,0.5532
42,77,0.4747
42,78,0.4887
42,79,0.4738
42,85,0.5093
42,87,0.4845
42,89,0.6315
42,91,0.5558
42,92,0.4544
42,93,0.5983
42,94,0.4986
42,95,0.4824
42,96,0.6598
42,97,0.5337
42,99,0.6636
42,100,0.5784
43,44,0.5022
43,45,0.487
43,46,0.5721
43,48,0.4806
43,50,0.4824
43,51,0.4628
43,56,0.4801
43,59,0.4987
43,60,0.5075
43,61,0.5058
43,62,0.4575
43,65,0.4742
43,68,0.4996
43,70,0.4935
43,71,0.4648
43,72,0.6056
43,73,0.4927
43,75,0.5258
43,77,0.4926
43,81,0.4642
43,89,0.5054
43,91,0.4847
43,93,0.5036
43,96,0.5143
43,99,0.5812
44,47,0.5665
44,50,0.5106
44,77,0.4864
44,81,0.497
44,83,0.6164
44,93,0.5732
44,99,0.5388
45,47,0.4736
45,48,0.4654
45,53,0.4939
45,54,0.5421
45,55,0.552
45,57,0.4701
45,58,0.5298
45,59,0.4827
45,60,0.5275
45,61,0.5046
45,62,0.4523
45,64,0.5898
45,65,0.5395
45,66,0.4757
45,67,0.4567
45,69,0.524
45,70,0.4575
45,71,0.5334
45,72,0.5997
45,73,0.5378
45,75,0.4854
45,76,0.4506
45,77,0.4708
45,79,0.5542
45,81,0.5754
45,84,0.4635
45,85,0.5413
45,86,0.4805
45,90,0.4633
45,91,0.5424
45,93,0.525
45,94,0.4511
45,96,0.6057
45,97,0.4985
45,99,0.5632
45,100,0.4545
45,101,0.514
45,102,0.468
46,48,0.6522
46,49,0.491
46,50,0.5739
46,51,0.5324
46,52,0.4629
46,58,0.4581
46,59,0.5055
46,60,0.5461
46,61,0.6347
46,62,0.4756
46,63,0.5124
46,64,0.4853
46,65,0.5836
46,66,0.5736
46,67,0.5113
46,68,0.468
46,69,0.5725
46,70,0.586
46,71,0.5566
46,72,0.5683
46,73,0.5004
46,74,0.6168
46,77,0.6173
46,78,0.4677
46,79,0.4985
46,81,0.4934
46,84,0.4941
46,87,0.4704
46,88,0.479
46,89,0.6811
46,90,0.4649
46,91,0.5343
46,92,0.4686
46,95,0.5178
46,96,0.6824
46,97,0.494
46,99,0.6142
46,100,0.5485
47,75,0.5031
47,81,0.5471
47,82,0.6487
47,83,0.6816
47,84,0.5827
47,89,0.4665
48,50,0.4845
48,51,0.5515
48,52,0.5227
48,57,0.4666
48,58,0.5454
48,59,0.6454
48,60,0.7119
48,61,0.6281
48,62,0.4974
48,63,0.5751
48,64,0.5525
48,65,0.705
48,66,0.5882
48,67,0.5913
48,68,0.5013
48,69,0.6779
48,70,0.5335
48,71,0.5992
48,72,0.5926
48,73,0.6512
48,74,0.5662
48,75,0.5878
48,77,0.4946
48,79,0.4848
48,81,0.4572
48,85,0.4777
48,87,0.5011
48,88,0.5761
48,89,0.6947
48,90,0.4894
48,91,0.6968
48,92,0.503
48,94,0.5878
48,95,0.5747
48,96,0.7161
48,97,0.6149
48,99,0.5849
48,100,0.7173
48,101,0.4508
49,50,0.5434
49,51,0.4601
49,57,0.4553
49,58,0.4546
49,60,0.5156
49,61,0.5063
49,62,0.5685
49,64,0.4956
49,65,0.6279
49,66,0.4608
49,67,0.5785
49,68,0.5383
49,69,0.5276
49,71,0.5853
49,72,0.55
49,73,0.5297
49,74,0.4728
49,79,0.6479
49,91,0.5241
49,96,0.5355
49,99,0.5681
49,100,0.5603
50,51,0.4619
50,52,0.579
50,60,0.4679
50,61,0.5065
50,63,0.4536
50,64,0.4593
50,65,0.5176
50,67,0.4575
50,70,0.5202
50,71,0.5017
50,72,0.4519
50,73,0.5422
50,74,0.5574
50,77,0.5537
50,79,0.4501
50,84,0.4559
50,89,0.6809
50,93,0.4527
50,96,0.5649
50,99,0.5763
50,100,0.5136
51,52,0.5078
51,59,0.4516
51,60,0.6153
51,61,0.5268
51,62,0.5975
51,65,0.4857
51,67,0.6218
51,69,0.6099
51,71,0.5209
51,72,0.5423
51,73,0.5206
51,74,0.5482
51,77,0.4626
51,78,0.5331
51,85,0.5086
51,86,0.4951
51,87,0.5519
51,88,0.4841
51,89,0.5559
51,90,0.4518
51,91,0.5412
51,92,0.5021
51,94,0.5597
51,96,0.5881
51,99,0.4742
51,100,0.6122
52,56,0.5633
52,60,0.4817
52,61,0.5288
52,64,0.454
52,69,0.5228
52,70,0.4577
52,73,0.491
52,75,0.4679
52,77,0.4748
52,78,0.4572
52,80,0.5109
52,84,0.4739
52,89,0.5955
52,90,0.5509
52,93,0.4604
52,94,0.4514
52,96,0.5717
52,99,0.5242
52,100,0.519
53,58,0.498
53,64,0.5275
53,65,0.4956
53,69,0.4781
53,94,0.4585
54,55,0.6803
54,57,0.4677
54,64,0.493
54,81,0.487
55,58,0.4965
55,64,0.4703
55,67,0.4594
55,81,0.6043
55,84,0.5122
55,90,0.4501
56,62,0.5268
56,65,0.5038
56,68,0.5702
56,70,0.5114
56,71,0.4909
56,72,0.4833
56,73,0.4953
56,75,0.493
56,76,0.5401
56,77,0.493
56,80,0.4688
56,84,0.5003
56,89,0.5456
56,90,0.4655
56,93,0.4873
56,96,0.5071
56,99,0.5505
56,100,0.4558
57,58,0.6446
57,61,0.4775
57,64,0.4697
57,66,0.4823
57,69,0.4714
57,71,0.5638
57,72,0.5329
57,73,0.4909
57,74,0.4915
57,76,0.4913
57,96,0.4906
57,101,0.4855
58,59,0.535
58,60,0.574
58,61,0.5811
58,64,0.6022
58,65,0.5888
58,66,0.5665
58,67,0.5507
58,68,0.5046
58,69,0.523
58,71,0.5252
58,72,0.6092
58,73,0.5095
58,74,0.485
58,76,0.4661
58,79,0.4747
58,81,0.6073
58,89,0.4861
58,91,0.503
58,94,0.4825
58,95,0.5536
58,96,0.5263
58,97,0.4716
58,99,0.4793
58,100,0.542
58,101,0.489
59,60,0.7458
59,61,0.5233
59,63,0.4583
59,65,0.6695
59,66,0.4987
59,67,0.6352
59,68,0.5128
59,69,0.5367
59,71,0.5103
59,72,0.5564
59,73,0.5323
59,75,0.4507
59,77,0.486
59,79,0.4565
59,81,0.4559
59,87,0.6046
59,89,0.6052
59,90,0.5251
59,91,0.6389
59,94,0.5361
59,95,0.5174
59,96,0.5573
59,97,0.4902
59,99,0.5147
59,100,0.6691
60,61,0.516
60,62,0.5612
60,64,0.4954
60,65,0.6604
60,66,0.5802
60,67,0.6333
60,68,0.5177
60,69,0.5784
60,71,0.6446
60,72,0.6768
60,73,0.6112
60,74,0.5295
60,75,0.5665
60,77,0.4975
60,79,0.5043
60,81,0.5483
60,87,0.5447
60,88,0.4545
60,89,0.6308
60,90,0.5309
60,91,0.6794
60,92,0.4522
60,94,0.53
60,95,0.4899
60,96,0.6303
60,97,0.5021
60,99,0.5406
60,100,0.6213
60,101,0.4836
61,63,0.4526
61,64,0.6525
61,65,0.5532
61,66,0.5903
61,68,0.4658
61,69,0.6199
61,70,0.464
61,71,0.4869
61,72,0.5457
61,73,0.5195
61,74,0.4958
61,75,0.4676
61,76,0.4707
61,77,0.4665
61,78,0.4543
61,79,0.5301
61,81,0.4633
61,86,0.5014
61,87,0.5173
61,88,0.4738
61,89,0.5827
61,91,0.4675
61,92,0.4797
61,93,0.4606
61,94,0.5523
61,95,0.59
61,96,0.6811
61,97,0.5279
61,99,0.5693
61,100,0.6053
62,64,0.477
62,65,0.5585
62,67,0.5558
62,68,0.4858
62,69,0.5286
62,71,0.5747
62,72,0.6481
62,73,0.4927
62,75,0.568
62,79,0.5645
62,81,0.4753
62,91,0.5174
62,94,0.46
62,96,0.5819
62,98,0.5638
62,99,0.461
62,100,0.5098
63,64,0.5028
63,65,0.5126
63,66,0.4797
63,69,0.498
63,70,0.4935
63,77,0.6528
63,79,0.4836
63,89,0.5727
63,91,0.4651
63,96,0.4821
63,97,0.4529
63,99,0.4916
63,100,0.4516
64,65,0.6213
64,66,0.6081
64,68,0.5274
64,69,0.5992
64,71,0.4643
64,72,0.5335
64,73,0.5076
64,75,0.5266
64,76,0.5119
64,77,0.4771
64,79,0.6129
64,81,0.5954
64,84,0.4719
64,85,0.4758
64,89,0.5745
64,91,0.4736
64,93,0.4756
64,94,0.4659
64,95,0.5119
64,96,0.5667
64,97,0.5287
64,99,0.5418
64,100,0.5376
64,104,0.4549
65,66,0.5417
65,67,0.6997
65,68,0.6121
65,69,0.6308
65,70,0.4543
65,71,0.6037
65,72,0.6504
65,73,0.6611
65,74,0.5007
65,75,0.4752
65,76,0.4669
65,77,0.4517
65,79,0.6261
65,81,0.462
65,87,0.477
65,88,0.5064
65,89,0.6468
65,90,0.4759
65,91,0.6651
65,92,0.4714
65,93,0.4582
65,94,0.6086
65,96,0.6915
65,97,0.605
65,99,0.6405
65,100,0.7641
66,68,0.4719
66,69,0.4989
66,70,0.5868
66,71,0.4881
66,72,0.4889
66,73,0.5483
66,74,0.4592
66,75,0.4892
66,76,0.5072
66,77,0.5252
66,78,0.4512
66,79,0.5401
66,81,0.5299
66,89,0.531
66,91,0.4772
66,93,0.4769
66,95,0.515
66,96,0.631
66,97,0.5052
66,99,0.5275
66,100,0.4849
67,68,0.4684
67,69,0.5822
67,71,0.6391
67,72,0.6088
67,73,0.5795
67,74,0.532
67,79,0.4903
67,81,0.4631
67,87,0.5747
67,88,0.4643
67,89,0.5301
67,90,0.4771
67,91,0.6342
67,92,0.4635
67,94,0.5769
67,95,0.5293
67,96,0.5939
67,97,0.5519
67,99,0.5718
67,100,0.7081
68,69,0.5186
68,71,0.4594
68,72,0.5212
68,73,0.5318
68,75,0.4918
68,76,0.4501
68,79,0.5388
68,80,0.486
68,81,0.6119
68,89,0.4942
68,93,0.5665
68,94,0.4643
68,96,0.5186
68,99,0.4923
68,100,0.4955
69,70,0.4729
69,71,0.5085
69,72,0.5351
69,73,0.6425
69,74,0.5134
69,75,0.4806
69,77,0.4771
69,78,0.5159
69,79,0.5193
69,80,0.5543
69,81,0.4605
69,85,0.5282
69,87,0.5298
69,88,0.5524
69,89,0.6362
69,90,0.521
69,91,0.6145
69,92,0.5302
69,93,0.5172
69,94,0.6031
69,95,0.5706
69,96,0.661
69,97,0.5782
69,99,0.586
69,100,0.6262
69,104,0.471
70,71,0.4826
70,73,0.5871
70,74,0.4947
70,75,0.4765
70,76,0.5872
70,77,0.6642
70,84,0.4714
70,85,0.4965
70,88,0.4609
70,89,0.5846
70,90,0.471
70,91,0.4738
70,93,0.4812
70,95,0.4627
70,96,0.6682
70,97,0.4994
70,99,0.6892
70,100,0.486
71,72,0.7072
71,73,0.592
71,74,0.5516
71,76,0.5279
71,77,0.4728
71,79,0.4695
71,81,0.4988
71,89,0.4815
71,91,0.7729
71,94,0.5478
71,95,0.5378
71,96,0.71
71,97,0.4843
71,99,0.676
71,100,0.6245
72,73,0.5422
72,74,0.6005
72,78,0.4531
72,79,0.4845
72,81,0.5306
72,85,0.4631
72,87,0.4825
72,88,0.4652
72,89,0.5351
72,91,0.614
72,93,0.4788
72,94,0.5288
72,95,0.4714
72,96,0.6281
72,97,0.4953
72,99,0.5682
72,100,0.6011
73,74,0.5155
73,75,0.5078
73,77,0.4502
73,79,0.5077
73,80,0.5277
73,83,0.4507
73,85,0.5826
73,86,0.4875
73,87,0.5286
73,89,0.6335
73,90,0.5329
73,91,0.5999
73,92,0.507
73,93,0.6714
73,94,0.6461
73,95,0.4658
73,96,0.6923
73,97,0.6261
73,99,0.69
73,100,0.6387
74,77,0.4657
74,78,0.4712
74,87,0.6143
74,89,0.5934
74,91,0.4903
74,94,0.4525
74,96,0.5249
74,99,0.4824
74,100,0.4905
75,81,0.6058
75,84,0.6075
75,85,0.4523
75,89,0.5478
75,91,0.4636
75,96,0.5481
75,99,0.4928
76,77,0.4838
76,81,0.4764
76,91,0.5195
76,94,0.48
76,96,0.5577
76,99,0.5455
77,79,0.4812
77,89,0.6172
77,91,0.553
77,96,0.5954
77,99,0.6159
77,100,0.4674
78,88,0.4814
78,89,0.4893
78,90,0.4796
78,92,0.5736
78,93,0.5583
78,94,0.466
78,97,0.4559
78,98,0.5754
79,80,0.4812
79,81,0.5066
79,89,0.47
79,90,0.4771
79,91,0.4512
79,96,0.5313
79,98,0.4594
79,99,0.5399
79,100,0.4978
79,102,0.4711
79,104,0.4929
80,88,0.4569
80,90,0.548
80,96,0.4546
80,97,0.4503
81,84,0.5028
81,95,0.4798
81,96,0.4919
81,99,0.4676
82,84,0.6217
82,85,0.5117
82,89,0.4639
82,93,0.4826
83,89,0.4702
83,93,0.4697
83,97,0.4868
83,99,0.4603
84,85,0.5317
84,89,0.6892
84,90,0.5143
84,93,0.4585
85,89,0.589
85,91,0.4869
85,93,0.4576
85,94,0.4646
85,96,0.532
85,99,0.524
85,100,0.4787
85,104,0.4853
86,87,0.5883
86,93,0.4795
86,94,0.4725
86,96,0.4834
87,89,0.5567
87,91,0.503
87,92,0.4643
87,93,0.4513
87,94,0.5612
87,95,0.4833
87,96,0.4722
87,99,0.5146
87,100,0.556
88,89,0.4982
88,91,0.515
88,92,0.5504
88,94,0.5502
88,95,0.5349
88,96,0.558
88,97,0.5862
88,100,0.48
89,90,0.5584
89,91,0.5302
89,92,0.5128
89,93,0.5092
89,94,0.5457
89,95,0.5031
89,96,0.6657
89,97,0.5035
89,99,0.5929
89,100,0.6674
90,92,0.5509
90,94,0.4753
90,96,0.4749
90,97,0.5073
90,99,0.4762
90,102,0.5301
91,94,0.6504
91,95,0.5717
91,96,0.6654
91,97,0.5733
91,99,0.6793
91,100,0.6901
92,93,0.4729
92,94,0.63
92,96,0.5202
92,97,0.5891
92,99,0.5135
92,100,0.4864
93,94,0.5607
93,96,0.5442
93,97,0.5251
93,99,0.5442
94,95,0.5745
94,96,0.6126
94,97,0.5385
94,99,0.5687
94,100,0.6784
95,96,0.572
95,97,0.5245
95,99,0.4812
95,100,0.55
96,97,0.5939
96,99,0.7835
96,100,0.6797
97,99,0.5951
97,100,0.5931
99,100,0.643
103,104,0.5625
